IDŐ, ÚTX, DELTAX, FX
 631, 41.204342, -0.153748, 4674.975586
 632, 41.050594, -0.153748, 4674.975586
 633, 40.896847, -0.153748, 4674.975586
 634, 40.743099, -0.153748, 4674.975586
 635, 40.589352, -0.153748, 4674.975586
 636, 40.435604, -0.153748, 4674.975586
 637, 40.281857, -0.153748, 4674.975586
 638, 40.128109, -0.153748, 4674.975586
 639, 39.974361, -0.153748, 4674.975586
 640, 39.820614, -0.153748, 4674.975586
 641, 39.666866, -0.153748, 4674.975586
 642, 39.513119, -0.153748, 4674.975586
 643, 39.359371, -0.153748, 4674.975586
 644, 39.205624, -0.153748, 4674.975586
 645, 39.051876, -0.153748, 4674.975586
 646, 38.898129, -0.153748, 4674.975586
 647, 38.744381, -0.153748, 4674.975586
 648, 38.590633, -0.153748, 4674.975586
 649, 38.436886, -0.153748, 4674.975586
 650, 38.283138, -0.153748, 4674.975586
 651, 38.129391, -0.153748, 4674.975586
 652, 37.975643, -0.153748, 4674.975586
 653, 37.821896, -0.153748, 4674.975586
 654, 37.668148, -0.153748, 4674.975586
 655, 37.514400, -0.153748, 4674.975586
 656, 37.360653, -0.153748, 4674.975586
 657, 37.206905, -0.153748, 4674.975586
 658, 37.053158, -0.153748, 4674.975586
 659, 36.899410, -0.153748, 4674.975586
 660, 36.745663, -0.153748, 4674.975586
 661, 36.591915, -0.153748, 4674.975586
 662, 36.438168, -0.153748, 4674.975586
 663, 36.284420, -0.153748, 4674.975586
 664, 36.130672, -0.153748, 4674.975586
 665, 35.976925, -0.153748, 4674.975586
 666, 35.823177, -0.153748, 4674.975586
 667, 35.669430, -0.153748, 4674.975586
 668, 35.515682, -0.153748, 4674.975586
 669, 35.361935, -0.153748, 4674.975586
 670, 35.208187, -0.153748, 4674.975586
 671, 35.054440, -0.153748, 4674.975586
 672, 34.900692, -0.153748, 4674.975586
 673, 34.746944, -0.153748, 4674.975586
 674, 34.593197, -0.153748, 4674.975586
 675, 34.439449, -0.153748, 4674.975586
 676, 34.285702, -0.153748, 4674.975586
 677, 34.131954, -0.153748, 4674.975586
 678, 33.978207, -0.153748, 4674.975586
 679, 33.824459, -0.153748, 4674.975586
 680, 33.670712, -0.153748, 4674.975586
 681, 33.516964, -0.153748, 4674.975586
 682, 33.363216, -0.153748, 4674.975586
 683, 33.209469, -0.153748, 4674.975586
 684, 33.055721, -0.153748, 4674.975586
 685, 32.901974, -0.153748, 4674.975586
 686, 32.748226, -0.153748, 4674.975586
 687, 32.594479, -0.153748, 4674.975586
 688, 32.440731, -0.153748, 4674.975586
 689, 32.286983, -0.153748, 4674.975586
 690, 32.133236, -0.153748, 4674.975586
 691, 31.979488, -0.153748, 4674.975586
 692, 31.825741, -0.153748, 4674.975586
 693, 31.671993, -0.153748, 4674.975586
 694, 31.518246, -0.153748, 4674.975586
 695, 31.364498, -0.153748, 4674.975586
 696, 31.210751, -0.153748, 4674.975586
 697, 31.057003, -0.153748, 4674.975586
 698, 30.903255, -0.153748, 4674.975586
 699, 30.749508, -0.153748, 4674.975586
 700, 30.595760, -0.153748, 4674.975586
 701, 30.442013, -0.153748, 4674.975586
 702, 30.288265, -0.153748, 4674.975586
 703, 30.134518, -0.153748, 4674.975586
 704, 29.980770, -0.153748, 4674.975586
 705, 29.827023, -0.153748, 4674.975586
 706, 29.673275, -0.153748, 4674.975586
 707, 29.519527, -0.153748, 4674.975586
 708, 29.365780, -0.153748, 4674.975586
 709, 29.212032, -0.153748, 4674.975586
 710, 29.058285, -0.153748, 4674.975586
 711, 28.904537, -0.153748, 4674.975586
 712, 28.750790, -0.153748, 4674.975586
 713, 28.597042, -0.153748, 4674.975586
 714, 28.443295, -0.153748, 4674.975586
 715, 28.289547, -0.153748, 4674.975586
 716, 28.135799, -0.153748, 4674.975586
 717, 27.982052, -0.153748, 4674.975586
 718, 27.828304, -0.153748, 4674.975586
 719, 27.674557, -0.153748, 4674.975586
 720, 27.520809, -0.153748, 4674.975586
 721, 27.367062, -0.153748, 4674.975586
 722, 27.213314, -0.153748, 4674.975586
 723, 27.059566, -0.153748, 4674.975586
 724, 26.905819, -0.153748, 4674.975586
 725, 26.752071, -0.153748, 4674.975586
 726, 26.598324, -0.153748, 4674.975586
 727, 26.444576, -0.153748, 4674.975586
 728, 26.290829, -0.153748, 4674.975586
 729, 26.137081, -0.153748, 4674.975586
 730, 25.983334, -0.153748, 4674.975586
 731, 25.829586, -0.153748, 4674.975586
 732, 25.675838, -0.153748, 4674.975586
 733, 25.522091, -0.153748, 4674.975586
 734, 25.368343, -0.153748, 4674.975586
 735, 25.214596, -0.153748, 4674.975586
 736, 25.060848, -0.153748, 4674.975586
 737, 24.907101, -0.153748, 4674.975586
 738, 24.753353, -0.153748, 4674.975586
 739, 24.599606, -0.153748, 4674.975586
 740, 24.445858, -0.153748, 4674.975586
 741, 24.292110, -0.153748, 4674.975586
 742, 24.138363, -0.153748, 4674.975586
 743, 23.984615, -0.153748, 4674.975586
 744, 23.830868, -0.153748, 4674.975586
 745, 23.677120, -0.153748, 4674.975586
 746, 23.523373, -0.153748, 4674.975586
 747, 23.369625, -0.153748, 4674.975586
 748, 23.215878, -0.153748, 4674.975586
 749, 23.062130, -0.153748, 4674.975586
 750, 22.908382, -0.153748, 4674.975586
 751, 22.754635, -0.153748, 4674.975586
 752, 22.600887, -0.153748, 4674.975586
 753, 22.447140, -0.153748, 4674.975586
 754, 22.293392, -0.153748, 4674.975586
 755, 22.139645, -0.153748, 4674.975586
 756, 21.985897, -0.153748, 4674.975586
 757, 21.832150, -0.153748, 4674.975586
 758, 21.678402, -0.153748, 4674.975586
 759, 21.524654, -0.153748, 4674.975586
 760, 21.370907, -0.153748, 4674.975586
 761, 21.217159, -0.153748, 4674.975586
 762, 21.063412, -0.153748, 4674.975586
 763, 20.909664, -0.153748, 4674.975586
 764, 20.755917, -0.153748, 4674.975586
 765, 20.602169, -0.153748, 4674.975586
 766, 20.448421, -0.153748, 4674.975586
 767, 20.294674, -0.153748, 4674.975586
 768, 20.140926, -0.153748, 4674.975586
 769, 19.987179, -0.153748, 4674.975586
 770, 19.833431, -0.153748, 4674.975586
 771, 19.679684, -0.153748, 4674.975586
 772, 19.525936, -0.153748, 4674.975586
 773, 19.372189, -0.153748, 4674.975586
 774, 19.218441, -0.153748, 4674.975586
 775, 19.064693, -0.153748, 4674.975586
 776, 18.910946, -0.153748, 4674.975586
 777, 18.757198, -0.153748, 4674.975586
 778, 18.603451, -0.153748, 4674.975586
 779, 18.449703, -0.153748, 4674.975586
 780, 18.295956, -0.153748, 4674.975586
 781, 18.142208, -0.153748, 4674.975586
 782, 17.988461, -0.153748, 4674.975586
 783, 17.834713, -0.153748, 4674.975586
 784, 17.680965, -0.153748, 4674.975586
 785, 17.527218, -0.153748, 4674.975586
 786, 17.373470, -0.153748, 4674.975586
 787, 17.219723, -0.153748, 4674.975586
 788, 17.065975, -0.153748, 4674.975586
 789, 16.912228, -0.153748, 4674.975586
 790, 16.758480, -0.153748, 4674.975586
 791, 16.604733, -0.153748, 4674.975586
 792, 16.450985, -0.153748, 4674.975586
 793, 16.297237, -0.153748, 4674.975586
 794, 16.143490, -0.153748, 4674.975586
 795, 15.989742, -0.153748, 4674.975586
 796, 15.835995, -0.153748, 4674.975586
 797, 15.682247, -0.153748, 4674.975586
 798, 15.528500, -0.153748, 4674.975586
 799, 15.374752, -0.153748, 4674.975586
 800, 15.221004, -0.153749, 4674.975586
 801, 15.067257, -0.153747, 4674.976074
 802, 14.913509, -0.153748, 4674.975586
 803, 14.759762, -0.153748, 4674.975586
 804, 14.606014, -0.153748, 4674.975586
 805, 14.452267, -0.153748, 4674.975586
 806, 14.298519, -0.153748, 4674.975586
 807, 14.144772, -0.153748, 4674.975586
 808, 13.991024, -0.153748, 4674.975586
 809, 13.837276, -0.153748, 4674.975586
 810, 13.683529, -0.153748, 4674.975586
 811, 13.529781, -0.153748, 4674.975586
 812, 13.376034, -0.153748, 4674.975586
 813, 13.222286, -0.153748, 4674.975586
 814, 13.068539, -0.153748, 4674.975586
 815, 12.914791, -0.153748, 4674.975586
 816, 12.761044, -0.153748, 4674.975586
 817, 12.607296, -0.153748, 4674.975586
 818, 12.453548, -0.153748, 4674.975586
 819, 12.299801, -0.153748, 4674.975586
 820, 12.146053, -0.153748, 4674.975586
 821, 11.992306, -0.153748, 4674.975586
 822, 11.838558, -0.153748, 4674.975586
 823, 11.684811, -0.153748, 4674.975586
 824, 11.531063, -0.153748, 4674.975586
 825, 11.377316, -0.153747, 4674.976074
 826, 11.223568, -0.153749, 4674.975586
 827, 11.069820, -0.153748, 4674.975586
 828, 10.916073, -0.153748, 4674.975586
 829, 10.762325, -0.153748, 4674.975586
 830, 10.608578, -0.153748, 4674.975586
 831, 10.454830, -0.153748, 4674.975586
 832, 10.301083, -0.153748, 4674.975586
 833, 10.147335, -0.153748, 4674.975586
 834, 9.993587, -0.153749, 4674.975586
 835, 9.839840, -0.153747, 4674.976074
 836, 9.686092, -0.153748, 4674.975586
 837, 9.532345, -0.153748, 4674.975586
 838, 9.378597, -0.153748, 4674.975586
 839, 9.224850, -0.153748, 4674.975586
 840, 9.071102, -0.153748, 4674.975586
 841, 8.917355, -0.153748, 4674.975586
 842, 8.763607, -0.153748, 4674.975586
 843, 8.609859, -0.153748, 4674.975586
 844, 8.456112, -0.153748, 4674.975586
 845, 8.302364, -0.153748, 4674.975586
 846, 8.148617, -0.153748, 4674.975586
 847, 7.994869, -0.153748, 4674.975586
 848, 7.841122, -0.153747, 4674.976074
 849, 7.687374, -0.153748, 4674.975586
 850, 7.533627, -0.153747, 4674.976074
 851, 7.379879, -0.153748, 4674.975586
 852, 7.226131, -0.153748, 4674.975586
 853, 7.072384, -0.153747, 4674.976074
 854, 6.918636, -0.153748, 4674.975586
 855, 6.764889, -0.153747, 4674.976074
 856, 6.611141, -0.153748, 4674.975586
 857, 6.457394, -0.153747, 4674.976074
 858, 6.303646, -0.153748, 4674.975586
 859, 6.149899, -0.153747, 4674.976074
 860, 5.996151, -0.153748, 4674.975586
 861, 5.842403, -0.153748, 4674.975586
 862, 5.688656, -0.153747, 4674.976074
 863, 5.534908, -0.153748, 4674.975586
 864, 5.381161, -0.153747, 4674.976074
 865, 5.227413, -0.153748, 4674.975586
 866, 5.073666, -0.153747, 4674.976074
 867, 4.919918, -0.153748, 4674.975586
 868, 4.766171, -0.153747, 4674.976074
 869, 4.612423, -0.153748, 4674.975586
 870, 4.458675, -0.153748, 4674.975586
 871, 4.304928, -0.153747, 4674.976074
 872, 4.151180, -0.153748, 4674.975586
 873, 3.997433, -0.153747, 4674.976074
 874, 3.843685, -0.153748, 4674.975586
 875, 3.689938, -0.153747, 4674.976074
 876, 3.536190, -0.153748, 4674.975586
 877, 3.382442, -0.153748, 4674.975586
 878, 3.228695, -0.153747, 4674.976074
 879, 3.074947, -0.153748, 4674.975586
 880, 2.921200, -0.153747, 4674.976074
 881, 2.767452, -0.153748, 4674.975586
 882, 2.613705, -0.153747, 4674.976074
 883, 2.459957, -0.153748, 4674.975586
 884, 2.306210, -0.153747, 4674.976074
 885, 2.152462, -0.153748, 4674.975586
 886, 1.998714, -0.153748, 4674.975586
 887, 1.844967, -0.153747, 4674.976074
 888, 1.691219, -0.153748, 4674.975586
 889, 1.537472, -0.153747, 4674.976074
 890, 1.383724, -0.153748, 4674.975586
 891, 1.229977, -0.153747, 4674.976074
 892, 1.076229, -0.153748, 4674.975586
 893, 0.922482, -0.153747, 4674.976074
 894, 0.768734, -0.153748, 4674.975586
 895, 0.614986, -0.153748, 4674.975586
 896, 0.461239, -0.153747, 4674.976074
 897, 0.307491, -0.153748, 4674.975586
 898, 0.153744, -0.153747, 4674.976074
 899, -0.000004, -0.153748, 4674.975586
 900, -0.000004, 0.000000, 4708.800293
 901, -0.000004, 0.000000, 4708.800293
 902, -0.000004, 0.000000, 4708.800293
 903, -0.000004, 0.000000, 4708.800293
 904, -0.000004, 0.000000, 4708.800293
 905, -0.000004, 0.000000, 4708.800293
 906, -0.000004, 0.000000, 4708.800293
 907, -0.000004, 0.000000, 4708.800293
 908, -0.000004, 0.000000, 4708.800293
 909, -0.000004, 0.000000, 4708.800293
 910, -0.000004, 0.000000, 4708.800293
 911, -0.000004, 0.000000, 4708.800293
 912, -0.000004, 0.000000, 4708.800293
 913, -0.000004, 0.000000, 4708.800293
 914, -0.000004, 0.000000, 4708.800293
 915, -0.000004, 0.000000, 4708.800293
 916, -0.000004, 0.000000, 4708.800293
 917, -0.000004, 0.000000, 4708.800293
 918, -0.000004, 0.000000, 4708.800293
 919, -0.000004, 0.000000, 4708.800293
 920, -0.000004, 0.000000, 4708.800293
 921, -0.000004, 0.000000, 4708.800293
 922, -0.000004, 0.000000, 4708.800293
 923, -0.000004, 0.000000, 4708.800293
 924, -0.000004, 0.000000, 4708.800293
 925, -0.000004, 0.000000, 4708.800293
 926, -0.000004, 0.000000, 4708.800293
 927, -0.000004, 0.000000, 4708.800293
 928, -0.000004, 0.000000, 4708.800293
 929, -0.000004, 0.000000, 4708.800293
 930, -0.000004, 0.000000, 4708.800293
 931, -0.000004, 0.000000, 4708.800293
 932, -0.000004, 0.000000, 4708.800293
 933, -0.000004, 0.000000, 4708.800293
 934, -0.000004, 0.000000, 4708.800293
 935, -0.000004, 0.000000, 4708.800293
 936, -0.000004, 0.000000, 4708.800293
 937, -0.000004, 0.000000, 4708.800293
 938, -0.000004, 0.000000, 4708.800293
 939, -0.000004, 0.000000, 4708.800293
 940, -0.000004, 0.000000, 4708.800293
 941, -0.000004, 0.000000, 4708.800293
 942, -0.000004, 0.000000, 4708.800293
 943, -0.000004, 0.000000, 4708.800293
 944, -0.000004, 0.000000, 4708.800293
 945, -0.000004, 0.000000, 4708.800293
 946, -0.000004, 0.000000, 4708.800293
 947, -0.000004, 0.000000, 4708.800293
 948, -0.000004, 0.000000, 4708.800293
 949, -0.000004, 0.000000, 4708.800293
 950, -0.000004, 0.000000, 4708.800293
 951, -0.000004, 0.000000, 4708.800293
 952, -0.000004, 0.000000, 4708.800293
 953, -0.000004, 0.000000, 4708.800293
 954, -0.000004, 0.000000, 4708.800293
 955, -0.000004, 0.000000, 4708.800293
 956, -0.000004, 0.000000, 4708.800293
 957, -0.000004, 0.000000, 4708.800293
 958, -0.000004, 0.000000, 4708.800293
 959, -0.000004, 0.000000, 4708.800293
 960, -0.000004, 0.000000, 4708.800293
 961, -0.000004, 0.000000, 4708.800293
 962, -0.000004, 0.000000, 4708.800293
 963, -0.000004, 0.000000, 4708.800293
 964, -0.000004, 0.000000, 4708.800293
 965, -0.000004, 0.000000, 4708.800293
 966, -0.000004, 0.000000, 4708.800293
 967, -0.000004, 0.000000, 4708.800293
 968, -0.000004, 0.000000, 4708.800293
 969, -0.000004, 0.000000, 4708.800293
 970, -0.000004, 0.000000, 4708.800293
 971, -0.000004, 0.000000, 4708.800293
 972, -0.000004, 0.000000, 4708.800293
 973, -0.000004, 0.000000, 4708.800293
 974, -0.000004, 0.000000, 4708.800293
 975, -0.000004, 0.000000, 4708.800293
 976, -0.000004, 0.000000, 4708.800293
 977, -0.000004, 0.000000, 4708.800293
 978, -0.000004, 0.000000, 4708.800293
 979, -0.000004, 0.000000, 4708.800293
 980, -0.000004, 0.000000, 4708.800293
 981, -0.000004, 0.000000, 4708.800293
 982, -0.000004, 0.000000, 4708.800293
 983, -0.000004, 0.000000, 4708.800293
 984, -0.000004, 0.000000, 4708.800293
 985, -0.000004, 0.000000, 4708.800293
 986, -0.000004, 0.000000, 4708.800293
 987, -0.000004, 0.000000, 4708.800293
 988, -0.000004, 0.000000, 4708.800293
 989, -0.000004, 0.000000, 4708.800293
 990, -0.000004, 0.000000, 4708.800293
 991, -0.000004, 0.000000, 4708.800293
 992, -0.000004, 0.000000, 4708.800293
 993, -0.000004, 0.000000, 4708.800293
 994, -0.000004, 0.000000, 4708.800293
 995, -0.000004, 0.000000, 4708.800293
 996, -0.000004, 0.000000, 4708.800293
 997, -0.000004, 0.000000, 4708.800293
 998, -0.000004, 0.000000, 4708.800293
 999, -0.000004, 0.000000, 4708.800293
